parameter,provenance_type,value,unit,crop,region,season,source,source_url,source_year,transformation,assumption,confidence,notes
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pigeon_pea,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,pigeon_pea,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,groundnut,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,groundnut,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,soybean,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,soybean,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,mustard,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,mustard,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,cotton,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,cotton,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,potato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,potato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,onion,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,onion,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Agricultural Statistics at a Glance / district-season yield. DERIVATION: Use district- or state-and-season-specific yield where available; do NOT fall back to national yield when finer data exists. Record year + geography.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: GoI DES — Cost of Cultivation / Cultivation Practices surveys (CACP CoC). DERIVATION: Use paid-out cost (A2) or A2+FL per study design; state which. State/season specific.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET modal mandi price (MSP from CACP for MSP-notified crops as a floor anchor). DERIVATION: Derive representative price from historical modal prices via a documented aggregation rule (e.g. season-median of monthly modal prices over N years, specified market set). Do NOT invent from a range. For MSP crops, record MSP separately as a policy floor, not as the market price."
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient of variation,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: AGMARKNET price series. DERIVATION: CV of the same aggregated price series used for `price`. Document window.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index (labelled proxy),tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: AGMARKNET arrivals + processing/consumption studies. DERIVATION: EXPLICITLY a proxy for market-clearing capacity, NOT demand. Derive from arrivals capacity with a documented transformation; never label arrivals 'demand'."
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / SAU package-of-practices; DES CoC labour component. DERIVATION: Crop-and-operation specific; state/season where available.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed water-stress response (FAO-33 Ky as fallback). DERIVATION: Prefer crop-specific Ky (yield response factor) from FAO-33 or ICAR trials. If defensible crop-specific values are unavailable, represent the shock via documented experimental scenario parameters + sensitivity analysis rather than pretending a coefficient is observed. (spec directive)"
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,tomato,,,,,,,,REQUIRES_SOURCING,"PLANNED SOURCE: ICAR / peer-reviewed heat-stress studies. DERIVATION: Same rule as drought_sensitivity: sourced Ky-style value, or explicit experimental scenario parameter — never a fabricated observed coefficient."
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,yield-response index,tomato,,,,,,,,REQUIRES_SOURCING,PLANNED SOURCE: ICAR / peer-reviewed waterlogging studies. DERIVATION: Same rule; many crops lack defensible values -> likely scenario parameter.
farmer.total_area_ha,SYNTHETIC_GROUNDED,generated,ha,,,,,,,,"Farm size drawn via Indian operational-holding categories (marginal/small/semi-medium/medium/large). Category structure is anchored to the Agriculture Census operational-holding classification; the weighting proportions are an experimental assumption to be sensitivity-tested, not asserted as census fact.",MEDIUM,Non-uniform by design; skewed toward marginal/small.
farmer.cultivation_budget,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Scaled with holding area so resources are never impossible for the size.
farmer.labour_capacity,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Scaled with holding area so resources are never impossible for the size.
farmer.minimum_projected_income,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Scaled with holding area so resources are never impossible for the size.
farmer.risk_tolerance,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Scaled with holding area so resources are never impossible for the size.
plot.area_ha,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.soil_group,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.soil_suitability_class,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.drainage_class,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.irrigation_access,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.available_water_m3,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.previous_crop,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.flood_exposure,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.drought_exposure,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.waterlogging_exposure,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
plot.hazard_zone,SYNTHETIC_EXPERIMENTAL,generated,,,,,,,,,,MEDIUM,Conditionally generated on region/irrigation/rainfall/drainage for plausibility.
crop.expected_yield,SYNTHETIC_EXPERIMENTAL,,kg/ha,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.cultivation_cost,SYNTHETIC_EXPERIMENTAL,,currency/ha,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.crop_water_requirement,SYNTHETIC_EXPERIMENTAL,,mm/season,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.irrigation_requirement,SYNTHETIC_EXPERIMENTAL,,mm/season,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.labour_requirement,SYNTHETIC_EXPERIMENTAL,,person-days/ha,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.price,SYNTHETIC_EXPERIMENTAL,,currency/kg,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.price_variability,SYNTHETIC_EXPERIMENTAL,,coefficient,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.market_absorption_proxy,SYNTHETIC_EXPERIMENTAL,,index,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.drought_sensitivity,SYNTHETIC_EXPERIMENTAL,,index,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.heat_sensitivity,SYNTHETIC_EXPERIMENTAL,,index,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
crop.waterlogging_sensitivity,SYNTHETIC_EXPERIMENTAL,,index,,,,,,,,,REQUIRES_SOURCING,Phase 5. Must be populated from an authoritative Indian agricultural source or peer-reviewed literature before the feasibility engine or optimiser may treat it as valid. AGMARKNET arrivals must NOT be labelled true demand; market_absorption_proxy must document derivation.
